-935.095,-927.459 805.878,-900.734
-946.549,912.780 -961.821,-828.193
882.918,0.000 912.780,889.873
855.511,-816.740 882.918,0.000
760.063,950.959 -900.734,954.777
-759.471,782.971 -854.919,599.710
-790.014,878.419 -889.280,782.971
-56.973,840.240 -446.401,840.240
-465.491,664.615 -633.479,744.792
-713.656,821.150 -725.109,584.439
-820.558,775.335 -889.280,637.890
-862.555,431.722 -893.098,202.646
-648.751,-755.653 -373.860,-816.740
-912.188,-675.476 -790.014,-870.191
546.259,-828.193 649.343,-583.846
721.884,-885.462 790.607,-633.479
-637.297,-492.216 -832.011,-671.659
-717.474,107.198 -923.642,-18.793
-595.300,504.262 -770.925,477.537
-121.877,695.159 -308.956,630.254
237.008,-167.692 500.444,-18.793
-580.028,-702.202 -316.591,-728.927
183.557,-644.933 511.898,-373.860
404.996,424.086 439.358,614.982
179.739,649.343 27.022,782.971
561.531,763.881 240.825,752.427
-392.950,653.161 -675.476,572.985
-343.317,622.618 -496.034,492.809
-534.213,546.259 -618.208,427.904
-854.919,511.898 -790.014,408.814
-877.826,141.559 -885.462,49.929
-606.754,76.655 -748.017,-45.519
-740.381,-156.239 -835.829,-312.774
-790.014,-725.109 -740.381,-824.376
-534.213,-843.465 -259.323,-839.647
-385.314,57.565 -454.037,-118.059
-415.858,-278.412 -331.863,-381.496
-606.754,46.111 -675.476,-163.874
-522.759,282.823 -660.205,175.921
-511.306,362.999 -694.566,317.184
-767.107,301.912 -809.104,233.190
-202.054,389.725 -221.143,275.187
-152.421,378.271 -171.510,244.643
-95.152,374.453 -125.695,263.733
-60.791,351.545 -68.426,259.915
25.832,221.141 14.379,366.222
141.560,153.013 99.562,259.915
172.103,19.386 309.548,107.198
304.660,0.000 328.638,19.386
149.195,-125.695 304.660,0.000
130.106,-247.869 355.363,-205.872
-129.513,-629.661 57.565,-557.121
-213.508,-751.835 -91.334,-805.286
294.276,-847.283 508.080,-728.927
-244.051,-866.373 -64.608,-851.101
-736.563,-759.471 -629.661,-851.101
393.543,-606.754 511.898,-522.759
76.655,-591.482 301.912,-431.129
389.725,-358.589 511.898,-263.141
557.713,-644.933 538.624,-499.852
698.976,-679.294 740.974,-549.485
618.800,-816.740 718.066,-755.653
362.999,-862.555 496.626,-866.373
69.019,-759.471 145.377,-820.557
217.918,-877.826 233.190,-778.560
725.702,-400.586 832.604,-305.138
626.436,-251.687 572.985,-133.331
458.447,-232.597 485.173,-129.513
565.349,34.658 641.708,187.375
664.341,0.000 664.615,7.932
660.797,-102.788 664.341,0.000
362.541,0.000 424.086,137.742
343.909,-41.701 362.541,0.000
208.539,0.000 290.458,65.201
103.380,-83.698 208.539,0.000
-331.863,118.652 -278.412,-140.967
-476.944,-60.791 -538.031,-198.236
-465.491,-404.404 -404.404,-469.309
-457.855,-163.874 -518.942,-316.591
-354.771,-228.779 -297.502,-343.317
-476.944,-358.589 -320.409,-476.944
-213.508,-366.225 -205.872,-412.040
-434.947,-576.210 -293.684,-541.849
-924.593,-69.197 -879.820,-99.831
-869.216,-18.533 -839.760,-72.732
-797.344,-29.137 -806.770,-83.336
-719.581,-60.949 -779.671,-92.761
-815.018,-92.761 -796.166,-131.643
-929.306,-108.078 -896.316,-148.138
-745.502,-126.930 -802.057,-189.376
-727.828,-184.664 -679.521,-207.050
-574.658,67.478 -597.045,5.032
-488.647,226.539 -521.638,125.211
-591.154,177.054 -671.273,107.538
-726.650,35.666 -817.374,26.240
-758.462,175.875 -839.760,92.221
-845.652,239.500 -790.275,211.222
-376.715,350.254 -432.092,261.886
-664.204,306.659 -744.324,283.095
-753.750,263.065 -778.492,230.074
-473.330,228.896 -455.657,154.667
-298.952,391.492 -383.785,390.314
-361.398,144.063 -445.053,27.418
-359.042,-57.415 -390.854,-109.257
393.848,279.560 429.195,377.353
517.563,304.303 465.720,363.214
552.910,319.620 572.940,385.601
623.604,338.471 597.682,378.531
670.733,340.828 683.693,377.353
716.684,298.412 709.614,360.858
769.704,356.145 795.625,399.740
800.338,334.937 839.220,390.314
777.952,270.134 833.329,307.837
821.546,129.924 788.556,226.539
772.061,72.191 825.081,91.043
794.447,-63.306 764.991,-3.216
760.278,-135.178 808.586,-130.465
750.853,-311.913 755.566,-174.059
661.307,-289.526 651.881,-187.830
621.247,-298.952 519.919,-169.347
326.689,-340.190 373.818,-216.476
129.924,-287.170 215.935,-267.140
3.854,-340.190 32.131,-414.419
60.409,-382.607 164.093,-383.785
197.084,-455.657 307.837,-375.537
2.675,-516.925 135.816,-479.222
101.647,-627.679 184.123,-549.915
240.678,-637.105 397.383,-551.094
319.620,-683.056 519.919,-688.947
378.531,-647.709 506.959,-631.213
-58.593,-674.808 244.213,-665.382
-25.602,-626.501 35.666,-638.283
-265.962,-684.234 -166.990,-707.799
-324.873,-787.918 -294.239,-750.215
-26.780,-865.682 105.181,-893.959
-55.058,-751.393 1.497,-839.761
-204.693,-975.257 -145.782,-954.049
-97.474,-946.980 -47.989,-971.722
21.527,-962.297 59.230,-938.732
104.003,-942.267 136.994,-968.188
202.975,-948.158 215.935,-978.792
-928.128,-984.683 -850.365,-948.158
-822.087,-935.197 -764.354,-979.970
-752.571,-968.188 -679.521,-934.019
-634.748,-936.376 -619.431,-969.366
-598.223,-976.435 -554.628,-929.306
-534.598,-937.554 -511.034,-967.009
-467.439,-972.901 -417.953,-929.306
-395.567,-994.109 -344.903,-939.910
-839.760,-994.109 -737.254,-987.039
-969.366,-901.028 -972.901,-959.940
-992.931,-849.186 -924.593,-862.147
-943.445,-890.424 -952.871,-939.910
-888.068,-851.543 -918.702,-910.454
-838.582,-893.959 -716.046,-873.929
-941.088,-745.502 -908.098,-787.918
-972.901,-627.679 -989.396,-830.335
-926.950,-581.728 -884.533,-615.896
-935.197,-628.857 -934.019,-690.125
-888.068,-674.808 -824.443,-716.046
-730.185,-667.739 -690.125,-717.224
-721.937,-631.213 -650.065,-639.461
-813.839,-556.985 -858.612,-620.609
-955.227,-560.520 -903.385,-533.420
-866.860,-518.103 -880.999,-555.807
-779.671,-555.807 -701.907,-502.786
-807.948,-467.439 -694.838,-467.439
-848.008,-380.250 -865.682,-445.053
-925.771,-362.576 -939.910,-408.528
-880.999,-202.337 -899.850,-267.140
182.894,406.254 137.311,490.584
321.924,397.137 317.366,540.726
390.300,198.849 248.991,337.879
486.025,96.285 540.726,246.711
372.066,-332.200 419.929,-229.637
579.472,-443.880 556.680,-329.921
739.014,-466.672 837.019,-434.763
693.431,-263.825 668.360,-124.795
641.245,0.000 645.568,21.073
627.334,-67.815 641.245,0.000
529.330,123.636 586.309,271.782
517.934,472.350 627.334,579.472
394.858,668.360 280.899,597.705
668.360,656.964 531.609,670.639
791.435,627.334 645.568,517.934
782.319,492.863 823.344,625.055
773.202,691.151 602.263,745.852
50.702,178.336 52.981,296.853
244.432,146.427 100.844,62.098
-352.713,-115.678 -286.617,-190.891
-241.033,342.437 -298.013,205.686
-127.074,465.513 -270.662,429.046
198.849,531.609 103.123,529.330
454.117,449.558 508.817,606.822
750.410,501.980 638.730,476.909
695.710,114.519 670.639,248.991
809.669,-247.871 827.902,-163.541
878.044,-965.812 807.390,-815.386
887.161,-849.574 937.303,-580.631
969.211,-409.692 937.303,-213.683
960.095,479.188 962.374,661.522
805.110,827.902 406.254,919.069
-464.393,889.440 -605.702,937.303
-644.448,668.360 -747.011,517.934
-897.437,426.767 -940.741,264.945
-172.658,-368.667 -156.703,-434.763
-204.566,-195.449 -88.328,-270.662
-484.905,-580.631 -487.185,-630.773
346.995,-170.379 440.442,-129.353
414.231,21.073 456.396,92.867
460.954,219.361 446.140,277.480
335.599,356.112 291.155,388.021
282.039,564.657 234.176,476.909
73.494,598.845 17.654,589.728
-103.143,660.383 -181.774,607.961
-239.314,818.717 -218.363,744.582
-83.792,719.602 -131.335,742.165
124.206,801.122 11.956,823.914
305.400,859.811 186.313,802.261
429.510,824.358 391.234,866.260
489.140,667.627 481.082,740.553
647.482,693.413 529.834,698.651
519.761,544.741 551.188,639.827
626.128,518.149 693.413,600.342
709.127,622.099 750.223,662.793
801.795,718.394 753.446,801.392
637.409,751.432 576.571,814.285
468.592,815.494 460.131,845.309
326.769,803.810 326.769,879.556
210.329,877.139 115.244,907.356
67.298,897.687 -10.463,923.473
-44.307,930.322 -133.752,926.696
-265.905,881.973 -300.958,915.817
-361.394,864.246 -453.257,928.308
-354.948,908.968 -371.870,930.322
-328.759,932.337 -320.298,857.396
-201.038,931.128 -234.479,871.095
-130.932,795.752 -155.106,759.893
-263.891,736.121 -321.506,781.650
-462.524,729.675 -441.170,660.778
-586.216,668.836 -587.021,654.332
-294.109,-642.220 -126.500,-474.611
-710.544,-325.363 -660.402,-430.205
-566.956,-437.043 -630.773,-596.585
-762.965,-284.338 -621.656,-268.383
-516.814,-649.006 -375.505,-637.610
-528.210,834.740 -607.981,793.715
-496.301,558.959 -523.651,456.396
-740.173,417.650 -676.356,353.833
-687.752,248.991 -710.544,148.707
-566.956,-149.866 -587.468,-282.058
-500.860,-523.651 -551.002,-617.098
96.285,-710.544 260.387,-733.336
602.263,-466.672 620.497,-336.759
481.467,-115.678 543.005,-60.978
720.781,132.752 713.943,248.991
